Date_of_Sale,Customer_Name,Age,Gender,Location,Laptop_Brand,Model,Processor,RAM_Size,Storage_Size,Price,Discount_Applied,Final_Price,Payment_Method,Warranty_Period,Customer_Rating,Sales_Channel
16-01-2025,Mark Osborn,44,Other,South Angelamouth,HP,HP 281,Ryzen 3,16GB,1TB SSD,6690,23,5151.3,Credit Card,2,1,Offline
10-01-2025,Michelle Davis,30,Male,West Brandi,Asus,Asus 910,Ryzen 5,32GB,1TB HDD,24320,2,23833.6,Credit Card,2,2,Offline
05-01-2025,Paul Bowers,22,Female,Abigailberg,Asus,Asus 501,Ryzen 5,8GB,1TB SSD,15980,2,15660.4,Debit Card,1,3,Online
12-01-2025,Thomas Morse,40,Male,Gregoryborough,Dell,Dell 846,Ryzen 3,32GB,1TB HDD,22020,24,16735.2,Net Banking,1,1,Offline
22-01-2025,Courtney Garner,26,Male,South Tylerport,Apple,Apple 779,i5,8GB,1TB SSD,8140,15,6919,Credit Card,2,3,Online
21-01-2025,William Boyer,31,Female,East Markshire,Asus,Asus 496,Ryzen 7,8GB,512GB SSD,16420,9,14942.2,Debit Card,2,1,Online
04-01-2025,David Campbell,37,Female,New Nathan,MSI,MSI 324,Ryzen 7,16GB,1TB HDD,8650,9,7871.5,Credit Card,2,1,Offline
12-01-2025,Julia Hill,38,Male,East Melissaberg,Dell,Dell 850,Ryzen 3,32GB,1TB SSD,3510,11,3123.9,Cash,3,1,Online
12-01-2025,Rachel Wolf,59,Female,Johnville,Lenovo,Lenovo 693,Ryzen 7,4GB,1TB HDD,24560,20,19648,Cash,1,2,Offline
23-01-2025,Mark Boone,49,Male,Johnhaven,Apple,Apple 213,i3,32GB,1TB SSD,19480,21,15389.2,Credit Card,1,5,Online
19-01-2025,David Moreno,34,Other,New Barbaraland,MSI,MSI 458,Ryzen 3,4GB,1TB SSD,7520,30,5264,UPI,2,5,Offline
03-01-2025,Madeline Williams,23,Other,New Justin,HP,HP 423,i5,8GB,512GB SSD,18470,12,16253.6,UPI,2,5,Offline
11-01-2025,Lisa Tucker,47,Other,Martinport,Acer,Acer 334,i3,8GB,1TB HDD,8800,13,7656,Net Banking,3,3,Offline
23-01-2025,Daniel Rodriguez,45,Other,New Karen,HP,HP 211,i7,16GB,1TB SSD,6150,28,4428,Net Banking,1,5,Offline
12-01-2025,Matthew Clements,60,Male,West Willieside,Asus,Asus 549,Ryzen 5,32GB,1TB SSD,20100,0,20100,Credit Card,2,5,Offline
23-01-2025,Heather Webb,24,Female,Ambermouth,Samsung,Samsung 332,i3,32GB,1TB HDD,4160,4,3993.6,Net Banking,3,4,Offline
07-01-2025,Christopher Swanson,30,Male,Jordanside,HP,HP 943,Ryzen 5,32GB,1TB HDD,19190,26,14200.6,UPI,1,1,Offline
18-01-2025,Michael Taylor,41,Other,Lewisville,MSI,MSI 421,Ryzen 5,16GB,512GB SSD,20350,17,16890.5,UPI,2,2,Offline
17-01-2025,Becky Davis,51,Female,East Francesberg,HP,HP 945,i7,16GB,1TB SSD,17480,11,15557.2,Net Banking,1,5,Offline
02-01-2025,Thomas Lawrence,58,Female,Port Catherine,Samsung,Samsung 691,Ryzen 5,32GB,512GB SSD,24680,2,24186.4,UPI,2,1,Online
02-01-2025,Lindsey Simmons,26,Other,East Jennifer,Lenovo,Lenovo 977,i5,32GB,1TB SSD,11830,19,9582.3,Credit Card,2,5,Offline
14-01-2025,Larry Barr,31,Other,Port Nancyhaven,Samsung,Samsung 502,Ryzen 5,32GB,1TB SSD,18010,18,14768.2,Net Banking,2,4,Online
16-01-2025,Karen Jones,61,Female,Reidville,Asus,Asus 332,i7,4GB,1TB SSD,7410,20,5928,Cash,3,5,Offline
21-01-2025,Sean Carroll,25,Male,Port Cody,Samsung,Samsung 423,Ryzen 3,8GB,1TB HDD,14440,1,14295.6,Net Banking,1,2,Online
04-01-2025,Rachel Fernandez,55,Male,Rodriguezberg,MSI,MSI 932,i5,32GB,1TB SSD,20190,29,14334.9,Net Banking,1,4,Online
22-01-2025,Ronald Villarreal,31,Male,North Joel,Apple,Apple 488,i5,32GB,512GB SSD,5660,18,4641.2,Net Banking,3,2,Online
04-01-2025,Theresa Brown,44,Other,Danielhaven,HP,HP 872,i5,4GB,256GB SSD,20630,15,17535.5,Cash,3,5,Online
23-01-2025,Jenna Kelly,45,Female,Johnview,HP,HP 479,Ryzen 3,4GB,1TB HDD,22190,25,16642.5,Credit Card,1,2,Online
11-01-2025,Stephen Hansen,61,Other,New Jennifershire,Acer,Acer 802,i7,16GB,256GB SSD,18640,8,17148.8,Net Banking,1,4,Offline
13-01-2025,Scott Horne,20,Male,Masonton,MSI,MSI 755,Ryzen 7,32GB,1TB HDD,9790,17,8125.7,UPI,1,1,Offline
10-01-2025,Adam Anderson,38,Female,Cochranland,Samsung,Samsung 811,Ryzen 7,32GB,1TB HDD,10460,4,10041.6,Debit Card,1,1,Offline
15-01-2025,Tina Gutierrez,40,Other,Mollymouth,Samsung,Samsung 762,Ryzen 3,16GB,256GB SSD,15160,8,13947.2,Debit Card,3,1,Online
15-01-2025,Alexis Martin,31,Female,Port Todd,Apple,Apple 101,Ryzen 7,32GB,1TB SSD,10080,2,9878.4,Net Banking,1,3,Offline
19-01-2025,Robert Lozano,51,Female,East Benjaminhaven,Dell,Dell 777,Ryzen 7,4GB,1TB SSD,18880,4,18124.8,Credit Card,1,4,Online
17-01-2025,Alicia Andrade,27,Male,Hoodview,Dell,Dell 371,Ryzen 3,16GB,512GB SSD,19270,25,14452.5,UPI,3,5,Online
16-01-2025,Lisa Lyons,65,Other,Millerhaven,HP,HP 516,Ryzen 7,32GB,1TB HDD,7160,26,5298.4,Debit Card,2,4,Online
02-01-2025,Brett Perry,27,Male,West Andreaside,MSI,MSI 984,i3,4GB,512GB SSD,7110,7,6612.3,Credit Card,3,3,Offline
18-01-2025,Monica Holmes,33,Other,Chandlerhaven,Acer,Acer 596,Ryzen 5,8GB,1TB HDD,24690,17,20492.7,Credit Card,3,3,Online
21-01-2025,John Holland,61,Other,Hernandezfurt,Apple,Apple 366,Ryzen 7,32GB,1TB HDD,3630,23,2795.1,Net Banking,3,3,Offline
15-01-2025,Linda Dalton,37,Female,Kimberlybury,HP,HP 786,Ryzen 3,16GB,1TB SSD,20580,27,15023.4,Net Banking,1,5,Online
23-01-2025,Renee Henderson,23,Male,New Kristinhaven,Apple,Apple 341,Ryzen 5,8GB,1TB HDD,3400,3,3298,Cash,2,4,Online
05-01-2025,Emma Castillo,30,Male,Williamsland,HP,HP 501,i7,4GB,1TB SSD,9140,12,8043.2,Net Banking,3,1,Online
07-01-2025,Jeffery Terry,64,Male,East Edwardland,Lenovo,Lenovo 965,Ryzen 5,8GB,256GB SSD,3750,8,3450,UPI,3,5,Offline
20-01-2025,Mr. Charles Johnson,60,Female,East Thomas,Apple,Apple 715,i3,8GB,256GB SSD,14100,4,13536,Credit Card,1,5,Online
08-01-2025,Jennifer Walker,40,Male,Bishopberg,Samsung,Samsung 332,i3,4GB,1TB SSD,19120,11,17016.8,Net Banking,2,2,Offline
23-01-2025,Brittany Fernandez,24,Male,Laurieport,MSI,MSI 443,Ryzen 7,4GB,512GB SSD,24140,9,21967.4,Credit Card,1,1,Online
10-01-2025,Michelle Simpson,28,Male,Lake Stephaniechester,Acer,Acer 699,i5,16GB,1TB HDD,13790,0,13790,Net Banking,2,1,Online
20-01-2025,Stephanie Elliott,62,Male,Churchview,Apple,Apple 153,Ryzen 5,32GB,1TB SSD,14360,26,10626.4,Cash,2,1,Online
23-01-2025,Brad Carter,40,Female,East Eric,HP,HP 401,i5,8GB,256GB SSD,7680,22,5990.4,Net Banking,1,3,Offline
23-01-2025,Felicia Freeman,65,Male,North Patrickview,Asus,Asus 178,Ryzen 5,8GB,256GB SSD,24590,20,19672,Credit Card,3,4,Offline
06-01-2025,Monica Brown,50,Male,Port Ashleyton,Samsung,Samsung 213,i5,16GB,512GB SSD,24220,22,18891.6,UPI,2,2,Offline
13-01-2025,Angela Robbins,27,Male,South Valerie,Asus,Asus 575,i3,8GB,1TB SSD,17900,18,14678,UPI,3,2,Offline
13-01-2025,Latasha Johns,19,Female,Port Marissa,Apple,Apple 908,Ryzen 3,8GB,256GB SSD,13720,22,10701.6,Net Banking,3,5,Online
07-01-2025,Gloria Gordon MD,22,Other,East Michael,Samsung,Samsung 246,i3,8GB,1TB SSD,5090,5,4835.5,Net Banking,3,1,Offline
01-01-2025,Christopher Reeves,23,Female,Port Johnny,Samsung,Samsung 285,Ryzen 3,4GB,512GB SSD,8930,23,6876.1,UPI,1,1,Offline
07-01-2025,Jason Lewis,28,Male,Lake Briannabury,Dell,Dell 647,i5,4GB,512GB SSD,10640,0,10640,Cash,1,3,Online
18-01-2025,Charles Sanchez,54,Male,Williamstown,Acer,Acer 963,i3,16GB,512GB SSD,6700,21,5293,Credit Card,3,5,Online
18-01-2025,James Bennett,21,Female,Port Melissa,Lenovo,Lenovo 181,i5,32GB,512GB SSD,24270,15,20629.5,Debit Card,3,4,Online
08-01-2025,Karen Thompson,31,Other,Richardsonside,Dell,Dell 409,i5,8GB,1TB SSD,19340,16,16245.6,Credit Card,3,5,Online
07-01-2025,Samuel Harper,65,Female,Edwardsstad,Samsung,Samsung 731,Ryzen 3,16GB,512GB SSD,21860,28,15739.2,Net Banking,3,1,Offline
18-01-2025,Christopher Mendez,27,Female,Kennethside,Lenovo,Lenovo 962,Ryzen 5,4GB,512GB SSD,24440,10,21996,UPI,1,2,Offline
20-01-2025,Andrew Jacobs,58,Other,North Annafort,Acer,Acer 356,Ryzen 5,16GB,256GB SSD,17680,8,16265.6,UPI,1,2,Offline
11-01-2025,Richard Banks,34,Male,Port Susanport,Apple,Apple 481,Ryzen 7,16GB,1TB HDD,5600,0,5600,Cash,3,5,Online
13-01-2025,Ashley Anderson,46,Male,Ashleyside,Dell,Dell 635,Ryzen 7,32GB,1TB HDD,24930,10,22437,Debit Card,1,3,Offline
08-01-2025,Joseph Cook,61,Female,Gonzalezfort,Dell,Dell 672,Ryzen 7,32GB,512GB SSD,16870,8,15520.4,Net Banking,2,4,Online
07-01-2025,Michael Huffman,50,Other,Allenhaven,HP,HP 862,Ryzen 3,32GB,512GB SSD,18090,6,17004.6,Debit Card,2,4,Online
01-01-2025,Seth Obrien,63,Male,Kevinborough,Dell,Dell 967,Ryzen 7,4GB,1TB SSD,9190,3,8914.3,Cash,3,5,Offline
02-01-2025,Christopher Davis,36,Female,West Yolandaborough,Lenovo,Lenovo 192,Ryzen 3,4GB,1TB HDD,6000,12,5280,UPI,3,1,Offline
15-01-2025,Laura Whitney,21,Other,South Aprilville,Acer,Acer 384,i7,4GB,1TB SSD,14820,26,10966.8,Cash,1,2,Offline
06-01-2025,Shelia Diaz,62,Female,North Christinaside,HP,HP 970,Ryzen 5,4GB,256GB SSD,22610,20,18088,UPI,3,3,Offline
15-01-2025,Kimberly Newton,28,Female,Rogersburgh,MSI,MSI 963,Ryzen 3,4GB,512GB SSD,5550,12,4884,UPI,2,2,Offline
14-01-2025,Juan Alexander,40,Male,Port Ronald,Asus,Asus 646,Ryzen 7,8GB,512GB SSD,14190,30,9933,Debit Card,2,5,Online
07-01-2025,Shawn Johnston,33,Male,Wangburgh,Lenovo,Lenovo 170,Ryzen 7,32GB,1TB HDD,13990,6,13150.6,Debit Card,1,2,Offline
05-01-2025,Andrew Kim,54,Male,West Laurabury,Asus,Asus 464,i3,32GB,1TB SSD,24150,25,18112.5,Debit Card,3,4,Offline
15-01-2025,William Flores,28,Male,Port Jayton,Acer,Acer 335,Ryzen 5,32GB,256GB SSD,23560,16,19790.4,Cash,3,3,Offline
18-01-2025,Rhonda Mahoney,25,Other,Gordonport,MSI,MSI 841,Ryzen 5,32GB,1TB HDD,20040,9,18236.4,UPI,2,2,Offline
13-01-2025,Sherry Dennis,19,Male,Kennethbury,Acer,Acer 598,Ryzen 3,32GB,1TB HDD,18190,22,14188.2,UPI,2,1,Offline
18-01-2025,Kristen Willis,51,Other,New Cody,Acer,Acer 253,i7,8GB,512GB SSD,24100,6,22654,Net Banking,3,2,Online
14-01-2025,Joseph Rivera,22,Male,Meganside,Samsung,Samsung 279,i3,8GB,512GB SSD,3690,29,2619.9,Debit Card,1,1,Offline
20-01-2025,Julie Hensley,58,Other,South Rebecca,Asus,Asus 558,i5,8GB,1TB SSD,8040,13,6994.8,Credit Card,1,5,Online
08-01-2025,Katie Bush,55,Male,Christopherville,Lenovo,Lenovo 947,Ryzen 7,32GB,1TB HDD,5420,22,4227.6,Net Banking,3,3,Online
12-01-2025,Nancy Chandler,41,Other,Coxhaven,HP,HP 624,i7,4GB,1TB HDD,23230,29,16493.3,Net Banking,1,3,Online
03-01-2025,Blake Good,25,Other,North Bethany,Acer,Acer 701,Ryzen 3,16GB,256GB SSD,18880,7,17558.4,Debit Card,1,5,Offline
10-01-2025,Dennis Calderon,44,Male,Sanchezburgh,Lenovo,Lenovo 532,Ryzen 3,4GB,512GB SSD,12130,10,10917,Debit Card,3,1,Online
03-01-2025,Cory Moon,24,Male,West Luiston,Apple,Apple 647,Ryzen 5,4GB,512GB SSD,4120,26,3048.8,UPI,1,1,Offline
23-01-2025,Richard Crane PhD,23,Other,Ashleymouth,Dell,Dell 460,Ryzen 7,4GB,1TB HDD,21830,27,15935.9,Cash,2,1,Offline
17-01-2025,Sara Reid,26,Male,Lake Lucas,Lenovo,Lenovo 136,Ryzen 5,16GB,1TB SSD,21440,12,18867.2,Cash,3,3,Online
01-01-2025,Justin Mathis,34,Other,East Johnburgh,MSI,MSI 917,i7,16GB,512GB SSD,16270,8,14968.4,Net Banking,1,4,Online
18-01-2025,Kyle King,32,Male,Brownland,Dell,Dell 328,Ryzen 7,4GB,1TB HDD,21690,3,21039.3,Net Banking,3,4,Online
05-01-2025,Lauren Allen,36,Other,Port Jakeport,Apple,Apple 474,i5,4GB,256GB SSD,8150,20,6520,Cash,3,1,Online
01-01-2025,Aaron Hill,18,Male,Rodriguezmouth,HP,HP 239,Ryzen 5,16GB,512GB SSD,5110,15,4343.5,Cash,1,5,Offline
14-01-2025,Audrey Olson,24,Female,Rushtown,MSI,MSI 456,Ryzen 3,32GB,512GB SSD,21450,1,21235.5,Net Banking,1,3,Offline
10-01-2025,Ryan Pacheco,30,Female,North Craigfurt,Asus,Asus 183,i7,8GB,1TB HDD,12800,27,9344,UPI,2,3,Online
11-01-2025,John Jones,26,Male,Lake Jonathanburgh,Acer,Acer 569,Ryzen 3,32GB,256GB SSD,5300,19,4293,Net Banking,2,5,Online
05-01-2025,Brittany Ramirez,59,Male,New Jonathonmouth,MSI,MSI 210,Ryzen 5,8GB,1TB HDD,7020,11,6247.8,Credit Card,2,1,Offline
06-01-2025,Wesley Davis,57,Female,Carriestad,Dell,Dell 159,i7,32GB,1TB HDD,20800,0,20800,Cash,2,4,Offline
20-01-2025,Renee Thompson,60,Female,South Daniellefurt,Asus,Asus 486,Ryzen 7,32GB,1TB SSD,17760,11,15806.4,Net Banking,1,2,Offline
15-01-2025,Meghan Gomez,19,Male,Jenniferton,HP,HP 872,Ryzen 7,16GB,512GB SSD,10320,19,8359.2,Credit Card,2,1,Offline
11-01-2025,Elizabeth Peterson,19,Female,North Alan,MSI,MSI 268,Ryzen 5,16GB,512GB SSD,3950,3,3831.5,Debit Card,3,1,Online
23-01-2025,Sandra Scott,29,Male,Youngberg,Acer,Acer 327,i7,8GB,512GB SSD,4000,16,3360,Debit Card,2,1,Offline
10-01-2025,Jamie Anderson,47,Female,Nicholasview,Samsung,Samsung 316,i7,4GB,512GB SSD,21260,4,20409.6,Debit Card,1,4,Offline
21-01-2025,Michelle Cohen,49,Male,Joelbury,Lenovo,Lenovo 499,Ryzen 7,4GB,1TB SSD,22100,8,20332,Cash,2,5,Online
13-01-2025,Daniel Brown,65,Other,Mcbrideborough,Asus,Asus 266,i7,16GB,512GB SSD,16040,10,14436,Cash,3,3,Offline
15-01-2025,Rebecca Johnson,35,Male,Port Samanthatown,Acer,Acer 354,Ryzen 3,4GB,1TB HDD,12820,17,10640.6,Net Banking,1,3,Online
20-01-2025,Suzanne Barron,52,Other,Bradleymouth,Acer,Acer 671,Ryzen 3,4GB,1TB SSD,13770,20,11016,Credit Card,2,3,Offline
20-01-2025,Zachary Thomas,65,Other,Lake Jamieshire,Dell,Dell 681,Ryzen 7,32GB,512GB SSD,13160,24,10001.6,Net Banking,2,4,Online
21-01-2025,Jerry Snyder,38,Female,Woodland,Dell,Dell 641,Ryzen 5,4GB,1TB SSD,11270,18,9241.4,UPI,3,3,Offline
01-01-2025,Hunter Ford,40,Male,Nicoleshire,Asus,Asus 823,Ryzen 7,8GB,1TB SSD,17080,7,15884.4,Net Banking,1,3,Offline
22-01-2025,James Tran,64,Other,Lake Peterville,Dell,Dell 722,Ryzen 5,16GB,1TB SSD,12640,29,8974.4,UPI,1,3,Online
20-01-2025,Brian Thompson,35,Female,Hansenborough,Dell,Dell 286,Ryzen 3,16GB,1TB HDD,13720,20,10976,Net Banking,3,1,Offline
11-01-2025,Jessica Watts,29,Other,Cynthiachester,Asus,Asus 121,i5,8GB,1TB SSD,13020,12,11457.6,Cash,1,3,Online
05-01-2025,Beverly Page,24,Male,West Lawrence,Dell,Dell 375,i7,16GB,256GB SSD,14780,12,13006.4,Credit Card,2,3,Offline
11-01-2025,Kelsey Mccarthy,58,Other,South Rachelhaven,Lenovo,Lenovo 121,Ryzen 5,32GB,1TB SSD,20900,29,14839,Debit Card,2,5,Offline
08-01-2025,Grace Murphy,42,Male,Lake Brian,Asus,Asus 860,i7,32GB,1TB SSD,10780,27,7869.4,Cash,1,3,Offline
05-01-2025,Jason Spence,58,Female,Lake Josephside,Lenovo,Lenovo 526,i5,8GB,512GB SSD,6300,19,5103,Debit Card,1,2,Online
19-01-2025,Eric Wilson,53,Male,Port Keithmouth,HP,HP 798,i3,8GB,1TB SSD,22300,6,20962,Cash,1,1,Offline
21-01-2025,Crystal Foster,53,Other,Williamsport,HP,HP 979,Ryzen 5,32GB,1TB SSD,3440,22,2683.2,Net Banking,2,4,Offline
02-01-2025,Hector Rodriguez,30,Male,Jamesshire,HP,HP 543,i7,4GB,512GB SSD,12220,28,8798.4,Cash,1,2,Online
21-01-2025,Heather Weber,36,Other,Bethborough,Dell,Dell 210,i7,4GB,1TB HDD,15480,6,14551.2,Cash,1,3,Offline
15-01-2025,Carla Ramsey,48,Other,Port Samanthatown,Lenovo,Lenovo 627,i7,8GB,1TB HDD,11790,27,8606.7,Net Banking,1,3,Online
21-01-2025,David English,23,Female,North Nicole,Lenovo,Lenovo 782,i7,16GB,1TB SSD,9250,27,6752.5,Credit Card,1,2,Online
01-01-2025,Amy Skinner,20,Male,Lake Jennifer,Dell,Dell 214,Ryzen 7,8GB,1TB SSD,24950,30,17465,Net Banking,1,1,Online
19-01-2025,Patricia Lee,50,Female,Monroeview,Asus,Asus 806,i7,16GB,1TB HDD,5020,11,4467.8,Credit Card,3,5,Offline
16-01-2025,Tracy Smith,61,Female,Port Teresahaven,HP,HP 408,i5,32GB,1TB SSD,8670,9,7889.7,UPI,1,4,Offline
02-01-2025,Erin Burke,63,Male,East Elizabeth,Acer,Acer 744,Ryzen 7,4GB,256GB SSD,3650,16,3066,Credit Card,1,2,Offline
05-01-2025,Drew Davis,57,Male,West Jennifer,Lenovo,Lenovo 429,Ryzen 7,32GB,1TB HDD,24540,18,20122.8,UPI,2,3,Offline
02-01-2025,John Taylor,27,Female,Amandaview,Asus,Asus 862,i5,4GB,1TB SSD,23000,24,17480,Cash,1,1,Online
03-01-2025,Rachel Gill,46,Male,New Sarahfort,Asus,Asus 519,i7,32GB,512GB SSD,11530,15,9800.5,Debit Card,2,2,Online
15-01-2025,Ashley Parker,57,Male,Moonshire,Dell,Dell 878,i3,4GB,512GB SSD,13270,5,12606.5,Credit Card,1,2,Offline
21-01-2025,Brian Russo,42,Male,Johnville,MSI,MSI 507,i5,16GB,1TB HDD,22280,17,18492.4,Net Banking,2,3,Online
15-01-2025,Joan Campbell,26,Other,Brownborough,Acer,Acer 613,i7,8GB,256GB SSD,22820,23,17571.4,Debit Card,2,3,Online
13-01-2025,Martin Kim,63,Other,Lake Melanieview,Acer,Acer 156,Ryzen 7,16GB,1TB SSD,6530,6,6138.2,Net Banking,2,1,Online
12-01-2025,Samuel Ibarra,58,Female,Port Brianshire,Acer,Acer 877,Ryzen 5,4GB,512GB SSD,18720,27,13665.6,Debit Card,3,5,Offline
17-01-2025,David Sanchez,56,Female,New Ian,HP,HP 413,i7,16GB,256GB SSD,22070,7,20525.1,Debit Card,1,1,Offline
05-01-2025,Jill Reed,20,Male,Port Darlene,Apple,Apple 821,i7,8GB,1TB HDD,9380,15,7973,Credit Card,2,5,Online
03-01-2025,James Fisher,35,Female,Millermouth,Acer,Acer 946,Ryzen 3,8GB,1TB HDD,18680,8,17185.6,Net Banking,2,5,Offline
15-01-2025,Stacie Ward,54,Male,Aliciafurt,Lenovo,Lenovo 200,i3,4GB,256GB SSD,18250,4,17520,Debit Card,3,1,Online
06-01-2025,Jeffrey Tyler,40,Other,East Jon,Asus,Asus 653,Ryzen 5,4GB,512GB SSD,11000,13,9570,Cash,3,4,Online
11-01-2025,Drew Hawkins,50,Other,Michaelmouth,Apple,Apple 337,i5,8GB,1TB HDD,7140,2,6997.2,Debit Card,3,5,Online
13-01-2025,Louis Herman,29,Female,New Ryan,Acer,Acer 689,Ryzen 7,16GB,1TB HDD,21410,0,21410,Debit Card,1,4,Online
12-01-2025,Laura Vargas,21,Male,Hannahton,Lenovo,Lenovo 950,i5,16GB,1TB SSD,5200,27,3796,Net Banking,1,1,Online
11-01-2025,John Odom,36,Male,Claytonshire,Acer,Acer 284,i5,32GB,1TB HDD,20940,30,14658,UPI,3,3,Offline
04-01-2025,Christina Munoz,59,Male,North Johnside,Samsung,Samsung 877,i5,8GB,256GB SSD,5750,13,5002.5,UPI,3,3,Offline
04-01-2025,Jessica Donovan,43,Female,East Jason,Samsung,Samsung 643,i3,16GB,256GB SSD,20230,12,17802.4,UPI,2,1,Online
17-01-2025,Tony Trevino,53,Female,New Debbie,Acer,Acer 257,i3,8GB,1TB SSD,5170,28,3722.4,Credit Card,2,1,Offline
11-01-2025,Cristian Mendoza,28,Male,Matthewburgh,Apple,Apple 721,Ryzen 7,16GB,1TB HDD,11200,30,7840,Credit Card,3,4,Online
03-01-2025,Jeffrey Shea,42,Female,Erinburgh,Acer,Acer 999,i3,4GB,1TB HDD,13980,27,10205.4,Credit Card,1,5,Online
09-01-2025,Hayley Turner,51,Other,South Felicia,Dell,Dell 780,Ryzen 7,16GB,512GB SSD,3770,24,2865.2,Net Banking,3,4,Online
11-01-2025,Terry Stafford,58,Other,Port Kristin,Samsung,Samsung 705,Ryzen 5,32GB,1TB HDD,6260,7,5821.8,Credit Card,1,5,Online
19-01-2025,Heidi Garcia,60,Other,Floresmouth,Samsung,Samsung 631,Ryzen 7,4GB,1TB HDD,21330,29,15144.3,UPI,3,5,Offline
04-01-2025,Laura Cochran,49,Male,Marthaborough,MSI,MSI 428,Ryzen 3,32GB,256GB SSD,24540,28,17668.8,Net Banking,2,4,Offline
15-01-2025,Lisa Ward,25,Other,North Shawn,MSI,MSI 663,i5,4GB,512GB SSD,18050,4,17328,Cash,2,4,Online
21-01-2025,Glenda Jones,22,Female,Thorntonbury,Acer,Acer 816,i3,16GB,256GB SSD,19340,16,16245.6,Cash,3,3,Online
17-01-2025,Denise Roberts,52,Other,Scottmouth,HP,HP 182,Ryzen 3,32GB,1TB SSD,11170,8,10276.4,Cash,1,5,Online
05-01-2025,Brian Bonilla,62,Female,Jenniferside,MSI,MSI 985,Ryzen 3,32GB,1TB HDD,21760,21,17190.4,Credit Card,3,4,Offline
06-01-2025,Chelsea Liu,19,Male,Richardsonton,Lenovo,Lenovo 196,i5,16GB,512GB SSD,18760,17,15570.8,Debit Card,3,4,Offline
07-01-2025,Kristine Key,24,Male,Lake Nancy,Asus,Asus 575,i3,4GB,256GB SSD,20300,17,16849,UPI,2,1,Online
17-01-2025,Robert Odonnell,64,Female,East Danielport,Dell,Dell 278,i5,32GB,512GB SSD,4810,6,4521.4,Cash,1,3,Offline
18-01-2025,Alexandra Boyer,21,Female,West Bethanyburgh,Dell,Dell 687,Ryzen 3,8GB,1TB SSD,8900,28,6408,Cash,1,2,Offline
14-01-2025,Laurie Davis,30,Female,North Michaelmouth,MSI,MSI 272,i3,4GB,1TB HDD,11160,5,10602,Net Banking,1,4,Online
10-01-2025,Dominique Silva,45,Female,Julianton,Samsung,Samsung 477,i7,4GB,1TB HDD,23380,6,21977.2,Credit Card,1,4,Online
23-01-2025,Kyle Bruce,48,Female,Amyshire,Asus,Asus 907,Ryzen 7,4GB,512GB SSD,3160,22,2464.8,Net Banking,3,2,Online
03-01-2025,Nathan Gray,46,Male,East Matthew,Acer,Acer 692,Ryzen 7,32GB,1TB SSD,9100,18,7462,UPI,1,4,Online
23-01-2025,Alice Lane,45,Male,Hernandezview,Samsung,Samsung 810,Ryzen 5,4GB,256GB SSD,14030,24,10662.8,Net Banking,1,1,Online
16-01-2025,Taylor Smith,31,Other,Bankston,Samsung,Samsung 676,Ryzen 3,4GB,1TB SSD,22500,1,22275,Credit Card,2,2,Online
20-01-2025,Timothy Gray,35,Female,Christinehaven,Lenovo,Lenovo 189,i3,8GB,512GB SSD,8840,3,8574.8,Credit Card,1,4,Offline
09-01-2025,William Smith,20,Male,Hoganville,Apple,Apple 847,i7,16GB,512GB SSD,23350,0,23350,Cash,3,2,Online
19-01-2025,Daniel Wilson,52,Male,Sandraville,Lenovo,Lenovo 895,i7,8GB,256GB SSD,21710,3,21058.7,UPI,3,5,Online
08-01-2025,Melissa Myers,39,Other,South Jo,Acer,Acer 453,i3,8GB,1TB SSD,17660,21,13951.4,Cash,3,4,Offline
12-01-2025,Katherine Delacruz,53,Male,Juanbury,Samsung,Samsung 386,Ryzen 5,16GB,1TB SSD,20990,8,19310.8,Cash,1,2,Online
10-01-2025,Kyle Martinez,52,Female,South Billytown,Acer,Acer 269,i7,4GB,1TB HDD,19690,8,18114.8,Net Banking,1,4,Online
22-01-2025,Justin Conner,42,Female,Lake Sabrina,Acer,Acer 154,Ryzen 3,32GB,256GB SSD,9140,8,8408.8,UPI,1,1,Offline
23-01-2025,Jennifer Simpson,60,Male,Lake Benjaminton,HP,HP 260,Ryzen 7,16GB,256GB SSD,7300,3,7081,Net Banking,1,4,Online
05-01-2025,Rebecca Nguyen,65,Male,Santiagotown,Dell,Dell 698,Ryzen 3,8GB,1TB SSD,10410,2,10201.8,Net Banking,3,3,Online
11-01-2025,Patrick Clark,64,Male,Port Keith,Apple,Apple 148,Ryzen 3,8GB,256GB SSD,15770,2,15454.6,Credit Card,3,2,Offline
01-01-2025,Michael Richards,31,Male,East Matthewland,Asus,Asus 864,i7,4GB,1TB HDD,20840,27,15213.2,Cash,3,4,Online
01-01-2025,Devin Butler,54,Female,New Jillmouth,HP,HP 824,Ryzen 3,8GB,1TB HDD,21750,29,15442.5,Debit Card,2,2,Offline
10-01-2025,Bryan Tucker,20,Female,Harrisonville,Dell,Dell 416,i7,32GB,512GB SSD,3700,6,3478,Net Banking,2,3,Offline
03-01-2025,Mrs. Carrie Ochoa,22,Other,East Scottberg,HP,HP 783,Ryzen 3,32GB,512GB SSD,14530,22,11333.4,Debit Card,3,1,Online
11-01-2025,Mr. Gabriel Taylor,23,Male,North Tiffany,Acer,Acer 125,Ryzen 3,4GB,512GB SSD,20880,21,16495.2,Net Banking,2,5,Online
12-01-2025,Timothy Potter,49,Male,Taylorborough,Lenovo,Lenovo 630,i5,16GB,512GB SSD,21930,3,21272.1,Debit Card,3,3,Offline
